industry,founded_year,city,no_of_founders,funding_stage,previous_funding_amount,investment_type,market_size_category,target_funding_category,startup_age,founder_strength,funding_momentum,startup_maturity,funding_intensity,strong_team_flag
Healthtech,2011,Mumbai,4,Seed,13.21,Angel,Small,Medium,13,40,0.9435714285714286,Mature,171.73000000000002,Yes
Healthtech,2019,Chennai,3,Series A,7.2,Angel,Small,Medium,5,30,1.2,Growth,36.0,Yes
Edtech,2019,Pune,4,Seed,6.83,Pe,Large,Medium,5,40,1.1383333333333334,Growth,34.15,Yes
E-Commerce,2008,Mumbai,4,Series A,1.13,Vc,Medium,Small,16,40,0.06647058823529411,Mature,18.08,Yes
Ai,2015,Bangalore,4,Series A,7.88,Angel,Small,Medium,9,40,0.788,Mature,70.92,Yes
Ai,2020,Pune,4,Seed,1.36,Angel,Large,Small,4,40,0.272,Growth,5.44,Yes
Saas,2019,Chennai,2,Seed,5.79,Angel,Large,Medium,5,20,0.965,Growth,28.95,No
Saas,2011,Bangalore,1,Series A,2.45,Vc,Medium,Small,13,10,0.17500000000000002,Mature,31.85,No
Saas,2018,Chennai,3,Series A,16.79,Pe,Medium,Large,6,30,2.3985714285714286,Growth,100.74,Yes
E-Commerce,2013,Delhi,4,Seed,4.13,Angel,Large,Medium,11,40,0.3441666666666667,Mature,45.43,Yes
Fintech,2014,Mumbai,2,Seed,2.7,Angel,Medium,Small,10,20,0.24545454545454548,Mature,27.0,No
Saas,2015,Bangalore,2,Series B,17.01,Pe,Small,Large,9,20,1.701,Mature,153.09,No
Healthtech,2017,Hyderabad,4,Series A,12.51,Vc,Large,Large,7,40,1.56375,Growth,87.57,Yes
Saas,2009,Chennai,3,Seed,19.03,Vc,Medium,Large,15,30,1.189375,Mature,285.45000000000005,Yes
Healthtech,2016,Pune,4,Series B,12.61,Vc,Small,Large,8,40,1.401111111111111,Mature,100.88,Yes
Edtech,2017,Bangalore,2,Series A,13.59,Vc,Medium,Large,7,20,1.69875,Growth,95.13,No
Fintech,2020,Chennai,3,Seed,7.36,Angel,Small,Medium,4,30,1.472,Growth,29.44,Yes
Fintech,2010,Chennai,1,Series B,14.96,Pe,Medium,Large,14,10,0.9973333333333334,Mature,209.44,No
E-Commerce,2008,Chennai,1,Seed,11.73,Angel,Small,Medium,16,10,0.6900000000000001,Mature,187.68,No
E-Commerce,2023,Bangalore,1,Seed,3.35,Vc,Small,Small,1,10,1.675,Early,3.35,No
Ai,2009,Bangalore,1,Seed,3.28,Pe,Large,Small,15,10,0.205,Mature,49.199999999999996,No
Edtech,2015,Chennai,4,Seed,12.94,Pe,Large,Large,9,40,1.294,Mature,116.46,Yes
E-Commerce,2017,Hyderabad,2,Series A,5.59,Vc,Medium,Medium,7,20,0.69875,Growth,39.129999999999995,No
Healthtech,2013,Pune,2,Series A,10.97,Pe,Large,Large,11,20,0.9141666666666667,Mature,120.67,No
Edtech,2018,Mumbai,2,Seed,4.01,Vc,Small,Small,6,20,0.5728571428571428,Growth,24.06,No
Fintech,2008,Chennai,3,Seed,8.5,Angel,Small,Medium,16,30,0.5,Mature,136.0,Yes
Healthtech,2018,Hyderabad,1,Series A,17.28,Pe,Medium,Large,6,10,2.468571428571429,Growth,103.68,No
Edtech,2016,Mumbai,3,Series A,13.87,Pe,Medium,Large,8,30,1.541111111111111,Mature,110.96,Yes
Fintech,2022,Chennai,1,Seed,9.85,Angel,Large,Large,2,10,3.283333333333333,Early,19.7,No
E-Commerce,2014,Mumbai,3,Series B,9.93,Vc,Medium,Large,10,30,0.9027272727272727,Mature,99.3,Yes
Healthtech,2017,Chennai,2,Series A,7.87,Angel,Medium,Large,7,20,0.98375,Growth,55.09,No
Healthtech,2018,Bangalore,2,Seed,13.11,Pe,Large,Large,6,20,1.8728571428571428,Growth,78.66,No
Fintech,2010,Chennai,2,Series A,3.93,Pe,Medium,Medium,14,20,0.262,Mature,55.02,No
Healthtech,2020,Chennai,3,Seed,6.88,Pe,Large,Medium,4,30,1.376,Growth,27.52,Yes
E-Commerce,2014,Chennai,4,Seed,13.66,Vc,Small,Medium,10,40,1.241818181818182,Mature,136.6,Yes
E-Commerce,2013,Chennai,2,Series A,14.5,Vc,Medium,Large,11,20,1.2083333333333333,Mature,159.5,No
E-Commerce,2010,Hyderabad,2,Seed,17.74,Vc,Medium,Large,14,20,1.1826666666666665,Mature,248.35999999999999,No
Fintech,2015,Delhi,1,Series A,6.24,Pe,Small,Medium,9,10,0.624,Mature,56.160000000000004,No
Saas,2023,Hyderabad,3,Seed,17.08,Vc,Large,Large,1,30,8.54,Early,17.08,Yes
Saas,2008,Hyderabad,3,Series A,16.52,Angel,Large,Large,16,30,0.9717647058823529,Mature,264.32,Yes
Healthtech,2012,Bangalore,2,Seed,0.4,Vc,Large,Small,12,20,0.03076923076923077,Mature,4.800000000000001,No
E-Commerce,2015,Chennai,4,Seed,13.52,Pe,Large,Large,9,40,1.3519999999999999,Mature,121.67999999999999,Yes
Healthtech,2010,Hyderabad,3,Seed,15.39,Angel,Large,Large,14,30,1.026,Mature,215.46,Yes
Fintech,2018,Mumbai,4,Series A,0.28,Angel,Medium,Small,6,40,0.04,Growth,1.6800000000000002,Yes
Healthtech,2020,Chennai,4,Series B,9.98,Pe,Small,Large,4,40,1.996,Growth,39.92,Yes
Ai,2017,Bangalore,2,Seed,19.07,Pe,Medium,Large,7,20,2.38375,Growth,133.49,No
Healthtech,2019,Pune,3,Seed,14.86,Angel,Medium,Large,5,30,2.4766666666666666,Growth,74.3,Yes
Healthtech,2013,Bangalore,4,Series A,16.67,Angel,Small,Large,11,40,1.3891666666666669,Mature,183.37,Yes
Edtech,2017,Mumbai,1,Series B,6.29,Pe,Large,Large,7,10,0.78625,Growth,44.03,No
Healthtech,2018,Pune,3,Series B,9.33,Angel,Medium,Large,6,30,1.332857142857143,Growth,55.980000000000004,Yes
Ai,2009,Bangalore,2,Seed,19.91,Pe,Small,Large,15,20,1.244375,Mature,298.65,No
Saas,2016,Pune,3,Series A,16.18,Vc,Medium,Large,8,30,1.7977777777777777,Mature,129.44,Yes
Edtech,2009,Chennai,3,Seed,1.08,Angel,Medium,Small,15,30,0.0675,Mature,16.200000000000003,Yes
Fintech,2012,Delhi,4,Series A,1.28,Vc,Medium,Small,12,40,0.09846153846153846,Mature,15.36,Yes
Fintech,2010,Delhi,1,Series B,11.68,Pe,Large,Large,14,10,0.7786666666666666,Mature,163.51999999999998,No
Saas,2017,Hyderabad,4,Seed,7.59,Angel,Large,Medium,7,40,0.94875,Growth,53.129999999999995,Yes
Fintech,2023,Bangalore,4,Seed,4.87,Angel,Large,Medium,1,40,2.435,Early,4.87,Yes
Ai,2019,Chennai,4,Seed,6.54,Pe,Large,Medium,5,40,1.09,Growth,32.7,Yes
Healthtech,2016,Mumbai,4,Seed,19.19,Pe,Large,Large,8,40,2.1322222222222225,Mature,153.52,Yes
Saas,2016,Mumbai,4,Seed,6.57,Vc,Small,Small,8,40,0.73,Mature,52.56,Yes
Edtech,2014,Chennai,3,Series A,7.36,Pe,Large,Large,10,30,0.6690909090909091,Mature,73.60000000000001,Yes
Healthtech,2017,Chennai,1,Series A,9.14,Angel,Small,Medium,7,10,1.1425,Growth,63.980000000000004,No
Fintech,2012,Mumbai,1,Seed,3.39,Angel,Medium,Small,12,10,0.26076923076923075,Mature,40.68,No
Fintech,2016,Bangalore,1,Seed,7.91,Vc,Large,Medium,8,10,0.8788888888888889,Mature,63.28,No
Edtech,2014,Pune,2,Series B,13.0,Angel,Medium,Large,10,20,1.1818181818181819,Mature,130.0,No
Ai,2009,Hyderabad,1,Seed,5.33,Vc,Small,Small,15,10,0.333125,Mature,79.95,No
Edtech,2017,Hyderabad,3,Series A,12.53,Pe,Medium,Large,7,30,1.56625,Growth,87.71,Yes
Saas,2008,Hyderabad,4,Series A,5.05,Angel,Small,Medium,16,40,0.29705882352941176,Mature,80.8,Yes
Edtech,2017,Chennai,4,Series A,15.78,Pe,Large,Large,7,40,1.9725,Growth,110.46,Yes
Fintech,2017,Mumbai,3,Seed,18.76,Vc,Medium,Large,7,30,2.345,Growth,131.32000000000002,Yes
Ai,2021,Mumbai,4,Seed,9.0,Pe,Small,Medium,3,40,2.25,Early,27.0,Yes
Ai,2011,Mumbai,4,Series A,19.28,Angel,Large,Large,13,40,1.3771428571428572,Mature,250.64000000000001,Yes
E-Commerce,2017,Pune,1,Series B,13.35,Angel,Large,Large,7,10,1.66875,Growth,93.45,No
Edtech,2015,Mumbai,1,Series B,14.29,Pe,Small,Large,9,10,1.4289999999999998,Mature,128.60999999999999,No
Saas,2013,Mumbai,1,Seed,10.32,Angel,Large,Large,11,10,0.86,Mature,113.52000000000001,No
Fintech,2021,Delhi,2,Seed,4.7,Angel,Medium,Small,3,20,1.175,Early,14.100000000000001,No
Healthtech,2009,Pune,1,Seed,18.81,Vc,Large,Large,15,10,1.175625,Mature,282.15,No
Ai,2012,Chennai,1,Series A,19.4,Angel,Large,Large,12,10,1.4923076923076921,Mature,232.79999999999998,No
Edtech,2016,Pune,1,Seed,16.87,Vc,Large,Large,8,10,1.8744444444444446,Mature,134.96,No
E-Commerce,2023,Chennai,1,Series A,9.38,Vc,Medium,Large,1,10,4.69,Early,9.38,No
Saas,2013,Delhi,1,Seed,3.59,Angel,Large,Medium,11,10,0.29916666666666664,Mature,39.489999999999995,No
Saas,2023,Hyderabad,3,Series B,1.98,Angel,Large,Medium,1,30,0.99,Early,1.98,Yes
Fintech,2013,Bangalore,3,Seed,10.19,Angel,Small,Medium,11,30,0.8491666666666666,Mature,112.08999999999999,Yes
Ai,2014,Pune,3,Series A,6.24,Angel,Small,Medium,10,30,0.5672727272727273,Mature,62.400000000000006,Yes
Fintech,2023,Chennai,4,Series A,17.16,Vc,Medium,Large,1,40,8.58,Early,17.16,Yes
E-Commerce,2020,Chennai,4,Seed,10.97,Pe,Medium,Medium,4,40,2.194,Growth,43.88,Yes
Healthtech,2018,Delhi,2,Seed,18.43,Pe,Medium,Large,6,20,2.632857142857143,Growth,110.58,No
Healthtech,2012,Chennai,4,Series A,14.56,Pe,Small,Large,12,40,1.12,Mature,174.72,Yes
Healthtech,2022,Chennai,2,Series A,9.15,Pe,Large,Large,2,20,3.0500000000000003,Early,18.3,No
Saas,2010,Hyderabad,3,Series A,14.91,Vc,Large,Large,14,30,0.994,Mature,208.74,Yes
Ai,2010,Delhi,1,Series B,19.37,Vc,Medium,Large,14,10,1.2913333333333334,Mature,271.18,No
Fintech,2023,Pune,1,Seed,11.35,Vc,Large,Large,1,10,5.675,Early,11.35,No
Fintech,2023,Chennai,2,Series A,6.42,Vc,Small,Medium,1,20,3.21,Early,6.42,No
E-Commerce,2012,Mumbai,2,Series A,7.56,Vc,Medium,Large,12,20,0.5815384615384616,Mature,90.72,No
Healthtech,2011,Delhi,1,Series A,12.48,Pe,Medium,Large,13,10,0.8914285714285715,Mature,162.24,No
Ai,2012,Hyderabad,2,Seed,19.44,Vc,Large,Large,12,20,1.4953846153846155,Mature,233.28000000000003,No
Ai,2021,Pune,1,Series B,9.55,Pe,Medium,Large,3,10,2.3875,Early,28.650000000000002,No
E-Commerce,2016,Bangalore,3,Seed,14.24,Angel,Large,Large,8,30,1.5822222222222222,Mature,113.92,Yes
Edtech,2012,Chennai,2,Seed,3.75,Vc,Medium,Small,12,20,0.28846153846153844,Mature,45.0,No
Ai,2011,Mumbai,3,Series A,12.48,Pe,Medium,Large,13,30,0.8914285714285715,Mature,162.24,Yes
Ai,2020,Mumbai,2,Series A,14.73,Pe,Medium,Large,4,20,2.946,Growth,58.92,No
Fintech,2011,Bangalore,3,Seed,8.58,Vc,Large,Large,13,30,0.6128571428571429,Mature,111.54,Yes
E-Commerce,2008,Delhi,3,Series B,12.8,Pe,Large,Large,16,30,0.7529411764705882,Mature,204.8,Yes
Ai,2017,Hyderabad,4,Seed,4.7,Vc,Large,Medium,7,40,0.5875,Growth,32.9,Yes
Ai,2011,Chennai,4,Seed,9.3,Angel,Medium,Medium,13,40,0.6642857142857144,Mature,120.9,Yes
Fintech,2019,Chennai,2,Seed,16.55,Angel,Small,Medium,5,20,2.7583333333333333,Growth,82.75,No
Ai,2021,Pune,2,Series A,4.15,Angel,Large,Medium,3,20,1.0375,Early,12.450000000000001,No
Fintech,2011,Chennai,3,Series B,1.96,Pe,Large,Medium,13,30,0.13999999999999999,Mature,25.48,Yes
Edtech,2016,Mumbai,3,Series B,13.99,Pe,Small,Large,8,30,1.5544444444444445,Mature,111.92,Yes
Saas,2018,Delhi,1,Series A,6.41,Vc,Large,Large,6,10,0.9157142857142857,Growth,38.46,No
Fintech,2011,Bangalore,4,Series A,9.86,Vc,Large,Large,13,40,0.7042857142857143,Mature,128.18,Yes
Fintech,2014,Delhi,3,Series A,17.86,Vc,Large,Large,10,30,1.6236363636363635,Mature,178.6,Yes
Ai,2008,Hyderabad,2,Series A,3.63,Angel,Medium,Medium,16,20,0.21352941176470588,Mature,58.08,No
Fintech,2021,Hyderabad,1,Series A,15.51,Vc,Small,Large,3,10,3.8775,Early,46.53,No
E-Commerce,2023,Bangalore,4,Seed,10.23,Pe,Large,Large,1,40,5.115,Early,10.23,Yes
Healthtech,2014,Mumbai,1,Seed,1.12,Vc,Medium,Small,10,10,0.10181818181818182,Mature,11.200000000000001,No
Healthtech,2021,Pune,3,Seed,3.75,Angel,Medium,Small,3,30,0.9375,Early,11.25,Yes
Edtech,2009,Bangalore,1,Seed,10.01,Angel,Medium,Medium,15,10,0.625625,Mature,150.15,No
Fintech,2019,Pune,2,Series B,4.65,Vc,Large,Large,5,20,0.775,Growth,23.25,No
E-Commerce,2018,Hyderabad,2,Series A,7.24,Pe,Small,Medium,6,20,1.0342857142857143,Growth,43.44,No
Ai,2015,Mumbai,3,Seed,13.93,Vc,Large,Large,9,30,1.393,Mature,125.37,Yes
Ai,2008,Delhi,1,Seed,16.98,Vc,Small,Medium,16,10,0.9988235294117648,Mature,271.68,No
Saas,2017,Hyderabad,3,Series B,8.93,Angel,Medium,Large,7,30,1.11625,Growth,62.51,Yes
Edtech,2010,Mumbai,4,Series A,10.28,Vc,Large,Large,14,40,0.6853333333333332,Mature,143.92,Yes
E-Commerce,2015,Mumbai,3,Seed,11.89,Vc,Small,Medium,9,30,1.189,Mature,107.01,Yes
E-Commerce,2017,Chennai,3,Seed,3.56,Vc,Large,Medium,7,30,0.445,Growth,24.92,Yes
Ai,2015,Delhi,4,Seed,12.03,Angel,Large,Large,9,40,1.2029999999999998,Mature,108.27,Yes
Saas,2018,Mumbai,1,Series A,16.22,Angel,Medium,Large,6,10,2.317142857142857,Growth,97.32,No
Ai,2020,Bangalore,2,Series A,17.92,Angel,Small,Large,4,20,3.5840000000000005,Growth,71.68,No
Saas,2012,Pune,2,Seed,3.98,Vc,Small,Small,12,20,0.30615384615384617,Mature,47.76,No
Healthtech,2012,Delhi,1,Seed,17.16,Pe,Small,Large,12,10,1.32,Mature,205.92000000000002,No
E-Commerce,2015,Delhi,3,Seed,17.54,Vc,Medium,Large,9,30,1.754,Mature,157.85999999999999,Yes
Healthtech,2017,Hyderabad,2,Series A,15.31,Vc,Small,Large,7,20,1.91375,Growth,107.17,No
Ai,2012,Delhi,3,Series B,16.42,Vc,Small,Large,12,30,1.2630769230769232,Mature,197.04000000000002,Yes
Edtech,2016,Delhi,4,Series B,8.98,Angel,Large,Large,8,40,0.9977777777777779,Mature,71.84,Yes
Fintech,2008,Chennai,2,Series A,19.43,Angel,Large,Large,16,20,1.1429411764705881,Mature,310.88,No
Edtech,2012,Delhi,3,Series A,14.41,Angel,Large,Large,12,30,1.1084615384615384,Mature,172.92000000000002,Yes
Edtech,2010,Pune,3,Seed,5.3,Angel,Medium,Medium,14,30,0.35333333333333333,Mature,74.2,Yes
Fintech,2010,Pune,3,Seed,0.78,Angel,Medium,Small,14,30,0.052000000000000005,Mature,10.92,Yes
E-Commerce,2009,Pune,2,Seed,3.67,Pe,Large,Medium,15,20,0.229375,Mature,55.05,No
Healthtech,2010,Mumbai,3,Seed,14.97,Vc,Small,Medium,14,30,0.998,Mature,209.58,Yes
Healthtech,2014,Bangalore,2,Series B,17.27,Angel,Small,Large,10,20,1.57,Mature,172.7,No
E-Commerce,2022,Pune,2,Series B,1.93,Pe,Medium,Small,2,20,0.6433333333333333,Early,3.86,No
Fintech,2015,Chennai,2,Seed,13.15,Pe,Medium,Large,9,20,1.315,Mature,118.35000000000001,No
Saas,2022,Chennai,2,Seed,7.51,Pe,Large,Medium,2,20,2.5033333333333334,Early,15.02,No
Edtech,2019,Chennai,1,Seed,11.84,Angel,Medium,Medium,5,10,1.9733333333333334,Growth,59.2,No
Ai,2015,Chennai,4,Series A,17.01,Angel,Medium,Large,9,40,1.701,Mature,153.09,Yes
Healthtech,2018,Hyderabad,4,Seed,8.67,Pe,Large,Large,6,40,1.2385714285714287,Growth,52.019999999999996,Yes
E-Commerce,2015,Chennai,2,Seed,3.91,Vc,Medium,Small,9,20,0.391,Mature,35.19,No
Ai,2008,Hyderabad,3,Series A,2.45,Vc,Medium,Small,16,30,0.14411764705882354,Mature,39.2,Yes
Fintech,2021,Hyderabad,2,Series B,19.97,Pe,Small,Large,3,20,4.9925,Early,59.91,No
Ai,2018,Delhi,3,Seed,15.39,Vc,Medium,Large,6,30,2.198571428571429,Growth,92.34,Yes
Ai,2014,Bangalore,1,Seed,1.28,Vc,Large,Small,10,10,0.11636363636363636,Mature,12.8,No
Edtech,2009,Delhi,4,Seed,3.6,Angel,Small,Small,15,40,0.225,Mature,54.0,Yes
Fintech,2018,Hyderabad,2,Series A,13.76,Pe,Medium,Large,6,20,1.9657142857142857,Growth,82.56,No
Ai,2022,Delhi,1,Seed,8.57,Angel,Large,Large,2,10,2.856666666666667,Early,17.14,No
Healthtech,2017,Mumbai,2,Seed,12.49,Vc,Small,Medium,7,20,1.56125,Growth,87.43,No
Fintech,2011,Chennai,2,Series A,11.39,Pe,Large,Large,13,20,0.8135714285714286,Mature,148.07,No
Healthtech,2012,Chennai,1,Seed,3.31,Pe,Medium,Small,12,10,0.25461538461538463,Mature,39.72,No
E-Commerce,2019,Hyderabad,3,Seed,8.9,Vc,Large,Large,5,30,1.4833333333333334,Growth,44.5,Yes
E-Commerce,2008,Delhi,3,Series B,10.7,Pe,Large,Large,16,30,0.6294117647058823,Mature,171.2,Yes
Saas,2021,Mumbai,3,Series A,8.88,Pe,Large,Large,3,30,2.22,Early,26.64,Yes
E-Commerce,2011,Mumbai,2,Series A,9.72,Vc,Medium,Large,13,20,0.6942857142857143,Mature,126.36000000000001,No
Ai,2011,Pune,3,Seed,19.79,Pe,Large,Large,13,30,1.4135714285714285,Mature,257.27,Yes
Fintech,2016,Mumbai,3,Series B,19.71,Pe,Medium,Large,8,30,2.19,Mature,157.68,Yes
E-Commerce,2016,Hyderabad,2,Seed,7.18,Pe,Large,Medium,8,20,0.7977777777777777,Mature,57.44,No
Healthtech,2020,Pune,1,Seed,14.64,Vc,Small,Medium,4,10,2.928,Growth,58.56,No
Ai,2020,Delhi,4,Seed,4.83,Pe,Large,Medium,4,40,0.966,Growth,19.32,Yes
E-Commerce,2018,Mumbai,3,Series B,19.83,Pe,Large,Large,6,30,2.8328571428571427,Growth,118.97999999999999,Yes
Edtech,2017,Mumbai,1,Series B,8.39,Pe,Medium,Large,7,10,1.04875,Growth,58.730000000000004,No
Healthtech,2008,Delhi,2,Series A,11.76,Pe,Medium,Large,16,20,0.691764705882353,Mature,188.16,No
Healthtech,2015,Delhi,2,Series B,7.75,Vc,Large,Large,9,20,0.775,Mature,69.75,No
Saas,2011,Chennai,3,Seed,3.3,Vc,Small,Small,13,30,0.2357142857142857,Mature,42.9,Yes
Edtech,2011,Bangalore,3,Seed,3.25,Angel,Small,Small,13,30,0.23214285714285715,Mature,42.25,Yes
Saas,2012,Bangalore,1,Seed,18.8,Vc,Large,Large,12,10,1.4461538461538461,Mature,225.60000000000002,No
E-Commerce,2009,Mumbai,3,Seed,11.14,Angel,Large,Large,15,30,0.69625,Mature,167.10000000000002,Yes
Edtech,2022,Delhi,1,Series A,19.44,Pe,Medium,Large,2,10,6.48,Early,38.88,No
Healthtech,2008,Chennai,2,Seed,8.18,Pe,Medium,Medium,16,20,0.48117647058823526,Mature,130.88,No
Saas,2012,Hyderabad,1,Seed,9.59,Angel,Medium,Medium,12,10,0.7376923076923076,Mature,115.08,No
Ai,2014,Bangalore,2,Series A,4.52,Vc,Small,Medium,10,20,0.4109090909090909,Mature,45.199999999999996,No
Edtech,2017,Pune,3,Seed,2.27,Vc,Small,Small,7,30,0.28375,Growth,15.89,Yes
Healthtech,2016,Bangalore,4,Seed,15.7,Angel,Large,Large,8,40,1.7444444444444445,Mature,125.6,Yes
Fintech,2019,Delhi,1,Seed,8.04,Vc,Medium,Medium,5,10,1.3399999999999999,Growth,40.199999999999996,No
Edtech,2019,Hyderabad,4,Series A,15.77,Pe,Small,Large,5,40,2.6283333333333334,Growth,78.85,Yes
Edtech,2020,Bangalore,1,Series B,9.06,Angel,Medium,Large,4,10,1.812,Growth,36.24,No
E-Commerce,2009,Chennai,1,Series B,18.51,Angel,Medium,Large,15,10,1.156875,Mature,277.65000000000003,No
Ai,2019,Bangalore,4,Seed,17.7,Angel,Medium,Large,5,40,2.9499999999999997,Growth,88.5,Yes
E-Commerce,2015,Delhi,4,Series A,16.46,Pe,Medium,Large,9,40,1.6460000000000001,Mature,148.14000000000001,Yes
Edtech,2014,Delhi,3,Seed,15.91,Angel,Small,Medium,10,30,1.4463636363636363,Mature,159.1,Yes
Edtech,2009,Pune,4,Seed,13.23,Pe,Small,Medium,15,40,0.826875,Mature,198.45000000000002,Yes
Ai,2012,Pune,4,Series A,17.44,Vc,Small,Large,12,40,1.3415384615384616,Mature,209.28000000000003,Yes
Ai,2014,Hyderabad,3,Series A,17.06,Pe,Large,Large,10,30,1.5509090909090908,Mature,170.6,Yes
Saas,2022,Bangalore,4,Seed,4.42,Pe,Small,Small,2,40,1.4733333333333334,Early,8.84,Yes
Healthtech,2010,Hyderabad,4,Seed,14.0,Angel,Large,Large,14,40,0.9333333333333333,Mature,196.0,Yes
Healthtech,2009,Bangalore,3,Seed,16.72,Pe,Large,Large,15,30,1.045,Mature,250.79999999999998,Yes
Saas,2013,Mumbai,4,Seed,14.96,Pe,Large,Large,11,40,1.2466666666666668,Mature,164.56,Yes
Healthtech,2017,Bangalore,1,Seed,0.54,Vc,Small,Small,7,10,0.0675,Growth,3.7800000000000002,No
Edtech,2020,Delhi,1,Series A,12.43,Pe,Small,Large,4,10,2.4859999999999998,Growth,49.72,No
Saas,2013,Delhi,4,Seed,5.84,Pe,Medium,Medium,11,40,0.48666666666666664,Mature,64.24,Yes
Saas,2018,Mumbai,4,Seed,15.52,Vc,Small,Medium,6,40,2.217142857142857,Growth,93.12,Yes
Healthtech,2011,Bangalore,4,Seed,14.86,Angel,Large,Large,13,40,1.0614285714285714,Mature,193.18,Yes
Fintech,2008,Bangalore,2,Series A,2.35,Angel,Medium,Small,16,20,0.13823529411764707,Mature,37.6,No
Healthtech,2012,Delhi,4,Series A,6.81,Pe,Small,Medium,12,40,0.5238461538461539,Mature,81.72,Yes
E-Commerce,2008,Mumbai,1,Seed,18.03,Angel,Medium,Large,16,10,1.0605882352941176,Mature,288.48,No
Fintech,2018,Delhi,4,Seed,9.77,Angel,Medium,Medium,6,40,1.3957142857142857,Growth,58.62,Yes
Saas,2021,Mumbai,2,Series A,10.24,Vc,Small,Large,3,20,2.56,Early,30.72,No
Fintech,2018,Delhi,3,Seed,4.24,Vc,Small,Small,6,30,0.6057142857142858,Growth,25.44,Yes
Edtech,2015,Chennai,2,Seed,3.72,Angel,Large,Medium,9,20,0.372,Mature,33.480000000000004,No
Ai,2009,Bangalore,2,Seed,1.53,Pe,Large,Small,15,20,0.095625,Mature,22.95,No
Fintech,2023,Hyderabad,1,Series B,1.78,Pe,Medium,Small,1,10,0.89,Early,1.78,No
E-Commerce,2016,Chennai,4,Seed,3.67,Angel,Medium,Small,8,40,0.4077777777777778,Mature,29.36,Yes
Ai,2016,Delhi,1,Seed,0.48,Pe,Small,Small,8,10,0.05333333333333333,Mature,3.84,No
Edtech,2010,Mumbai,2,Series A,19.89,Vc,Small,Large,14,20,1.326,Mature,278.46000000000004,No
E-Commerce,2013,Hyderabad,2,Series A,8.81,Angel,Large,Large,11,20,0.7341666666666667,Mature,96.91000000000001,No
Ai,2016,Mumbai,4,Seed,8.28,Vc,Medium,Medium,8,40,0.9199999999999999,Mature,66.24,Yes
Edtech,2014,Pune,3,Series B,11.82,Vc,Large,Large,10,30,1.0745454545454545,Mature,118.2,Yes
Ai,2011,Mumbai,1,Seed,17.13,Angel,Medium,Large,13,10,1.2235714285714285,Mature,222.69,No
Ai,2010,Pune,3,Series B,13.33,Vc,Small,Large,14,30,0.8886666666666667,Mature,186.62,Yes
Healthtech,2009,Pune,2,Series A,4.44,Vc,Large,Medium,15,20,0.2775,Mature,66.60000000000001,No
E-Commerce,2017,Bangalore,3,Series B,14.95,Vc,Small,Large,7,30,1.86875,Growth,104.64999999999999,Yes
E-Commerce,2017,Delhi,1,Seed,2.97,Pe,Medium,Small,7,10,0.37125,Growth,20.790000000000003,No
Fintech,2008,Bangalore,2,Seed,17.16,Vc,Small,Large,16,20,1.0094117647058825,Mature,274.56,No
E-Commerce,2018,Pune,2,Seed,14.71,Pe,Large,Large,6,20,2.1014285714285714,Growth,88.26,No
E-Commerce,2023,Mumbai,3,Seed,18.75,Pe,Medium,Large,1,30,9.375,Early,18.75,Yes
Ai,2017,Bangalore,4,Seed,17.53,Vc,Large,Large,7,40,2.19125,Growth,122.71000000000001,Yes
Saas,2018,Chennai,4,Seed,8.38,Angel,Small,Medium,6,40,1.1971428571428573,Growth,50.28,Yes
Healthtech,2008,Pune,1,Seed,17.91,Angel,Large,Large,16,10,1.0535294117647058,Mature,286.56,No
Fintech,2019,Mumbai,4,Seed,16.23,Vc,Medium,Large,5,40,2.705,Growth,81.15,Yes
Healthtech,2011,Mumbai,2,Series B,9.06,Angel,Large,Large,13,20,0.6471428571428571,Mature,117.78,No
Fintech,2011,Chennai,2,Series A,13.96,Pe,Small,Large,13,20,0.9971428571428572,Mature,181.48000000000002,No
Edtech,2016,Mumbai,3,Seed,3.5,Pe,Large,Medium,8,30,0.3888888888888889,Mature,28.0,Yes
Ai,2017,Hyderabad,2,Series A,10.78,Pe,Small,Large,7,20,1.3475,Growth,75.46,No
E-Commerce,2008,Hyderabad,2,Series A,1.26,Vc,Medium,Small,16,20,0.07411764705882352,Mature,20.16,No
E-Commerce,2023,Delhi,1,Seed,8.34,Vc,Large,Large,1,10,4.17,Early,8.34,No
Saas,2018,Delhi,4,Seed,12.64,Angel,Medium,Large,6,40,1.8057142857142858,Growth,75.84,Yes
Healthtech,2011,Bangalore,4,Series B,12.62,Pe,Large,Large,13,40,0.9014285714285714,Mature,164.06,Yes
Healthtech,2010,Bangalore,4,Series A,7.53,Vc,Medium,Large,14,40,0.502,Mature,105.42,Yes
Healthtech,2016,Chennai,1,Seed,1.95,Vc,Large,Small,8,10,0.21666666666666667,Mature,15.6,No
E-Commerce,2020,Chennai,4,Seed,12.89,Angel,Small,Medium,4,40,2.5780000000000003,Growth,51.56,Yes
Healthtech,2012,Pune,3,Series A,1.88,Vc,Large,Small,12,30,0.14461538461538462,Mature,22.56,Yes
Ai,2022,Mumbai,4,Seed,4.84,Vc,Small,Small,2,40,1.6133333333333333,Early,9.68,Yes
Fintech,2016,Delhi,2,Seed,16.1,Angel,Large,Large,8,20,1.788888888888889,Mature,128.8,No
E-Commerce,2017,Pune,1,Seed,8.85,Vc,Small,Medium,7,10,1.10625,Growth,61.949999999999996,No
